ID,SMILES,HBA,HBD,LOGP,TPSA,MW,CSP3,HEAVY,RING,HETATOMS,ROTBONDS,CARBOALICYCLIC,HETEROALICYCLIC,CARBOAROMATIC,HETEROAROMATIC,AROMATIC,a_acid,a_aro,a_base,a_nBr,a_nCl,a_nF,a_nI,a_nN,a_nO,b_rotR,chiral,FCharge
DBB17828,OCC12C3(C)C4(OC4)C(C(O)C3O)OC1C=C(C)CC2,5,3,-0.0167,82.449997,282.336,0.86666667,20,4,5,1,2,2,0,0,0,0,0,0,0,0,0,0,0,5,0.043478262,7,0
DBB17829,O=C1C2C(C)(C(C)C(O)C1)CC(C(=C)C)CC2,2,1,2.9549,37.299999,236.355,0.80000001,17,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0.055555556,5,0
DBB17830,Cc1c2c(oc1)CC1C(C)(C(C)CCC1)C2,1,0,4.1291199,13.14,218.34,0.73333335,16,3,1,0,2,0,0,1,1,0,5,0,0,0,0,0,0,1,0,3,0
DBB17831,C(=C)(C)C1C(C=C)(C)CCC(C(=C)C)C1,0,0,4.7472,0,204.35699,0.60000002,15,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,3,0
DBB17832,O=C1C(C)C2C(C)(C=C1)CCC(C(O)(C)C)C2,2,1,2.9549,37.299999,236.355,0.80000001,17,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0.055555556,4,0
DBB17834,O=C1c2c(C)c(O)oc2C=2C(CO)CC(O)C=2C(C)=C1,5,3,1.62844,90.900002,276.28799,0.40000001,20,3,5,1,1,0,1,1,2,0,5,0,0,0,0,0,0,5,0.045454547,2,0
DBB17835,O=CC(=CCCC(=CCCC(C=C)=C)C)C,1,0,4.3804998,17.07,218.34,0.40000001,16,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.53333336,0,0
DBB17836,OC1C(C(=C)C)C(C=C)(C)CCC1C(C)C,1,1,3.7979,20.23,222.37199,0.73333335,16,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1875,4,0
DBB17837,C(=C)(C)C1CC2C(C)=CCCC2(C)CC1,0,0,4.7252002,0,204.35699,0.73333335,15,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,3,0
DBB17839,O=C1C(C)C2C(O1)=C1C(O)(C)CC(=O)C1C(O)(C)CC2,5,2,0.93440002,83.830002,280.32001,0.73333335,20,3,5,0,2,1,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0
DBB17840,O=C(Oc1c(C2C(C)O2)cc(OC)cc1)C(CC)C,4,0,3.1064999,48.060001,264.32101,0.53333336,19,2,4,5,0,1,1,0,1,0,6,0,0,0,0,0,0,4,0.30000001,3,0
DBB17841,O=CC=1C(C=O)C(O)C2C(C(C)C=1)CC(C)(C)C2,3,1,1.9898,54.369999,250.338,0.73333335,18,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0.10526316,5,0
DBB17842,O=C(O)C(=C)C1CC2C(=C)CCCC2(C)CC1,1,1,3.7899001,37.299999,234.339,0.66666669,17,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0.11111111,3,0
DBB17843,O=C1C(=C(C)C)CC2(C)C(C)CCCC2C1,1,0,4.1282001,17.07,220.356,0.80000001,16,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0
DBB17845,O=CC(=CC1C2=C(C)CCC2C(C)CC1)C,1,0,3.9042001,17.07,218.34,0.66666669,16,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.11764706,3,0
DBB17846,OCC=1C(CO)C(O)C2C(C(C)C=1)CC(C)(C)C2,3,3,1.5766,60.689999,254.37,0.86666667,18,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0.10526316,5,0
DBB17847,O=C(O)C1C=CCC(C)=CC2OC(=O)C(=C)C2CC1,3,1,2.4714,63.599998,262.30499,0.46666667,19,2,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0.050000001,3,0
DBB17849,O=CC=C(CCC=C(CCC=C(C)C)C)C,1,0,4.6044998,17.07,220.356,0.53333336,16,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.46666667,0,0
DBB17850,O=CC=1C(CO)C(O)C2C(C(C)C=1)CC(C)(C)C2,3,2,1.7832,57.529999,252.354,0.80000001,18,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0.10526316,5,0
DBB17851,OC1C2C3(C(C)(C4(C)C(O2)C=C(C)CC4)C1)OC3,3,1,2.0401001,41.990002,250.338,0.86666667,18,4,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0
DBB17853,O=C1C2=C(C)CCC32C(C)(C)C1CCC3C,1,0,3.7381001,17.07,218.34,0.80000001,16,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0
DBB17854,O=C1C(C)C2C(O1)C1C(C)=CCC1(O)C(O)(C)CC2,4,2,1.4062001,66.760002,266.33701,0.80000001,19,3,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0
DBB17855,OC(C=CCC(=C)C1CC=C(C)CC1)(C)C,1,1,4.0061998,20.23,220.356,0.60000002,16,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.25,1,0
DBB17856,O=C(CCC(CC(O)CC(C)C)C)c1cocc1,3,1,3.6756999,50.439999,252.354,0.66666669,18,1,3,8,0,0,0,1,1,0,5,0,0,0,0,0,0,3,0.44444445,2,0
DBB17857,O=Cc1c2-c(c(C)ccc(C(C)C)c2)cc1,1,0,4.0357199,17.07,212.29201,0.26666668,16,2,1,2,2,0,0,0,0,0,10,0,0,0,0,0,0,1,0.11764706,0,0
DBB17858,O=C1C(C(C)C)CCC2(C)C1=C(C)CCC2,1,0,4.1282001,17.07,220.356,0.80000001,16,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.05882353,2,0
DBB17859,OC1C(=C)C2C(C)(CC1)CCC(C(=C)C)C2,1,1,3.6960001,20.23,220.356,0.73333335,16,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.05882353,4,0
DBB17860,O=C1C(=C)C2C(C3(O)C(=C)CCC(O)C3(C)CC2)O1,4,2,1.3263,66.760002,264.32101,0.66666669,19,3,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0
DBB17861,O=C1C(=O)COC(C)C1OC,4,0,-0.44170001,52.599998,158.153,0.71428573,11,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0.090909094,2,0
DBB17862,OC1(C)C23C(C)(CCC2C(C)(C)C3)CCC1,1,1,3.7539001,20.23,222.37199,1,16,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0
DBB17863,O=C1C(=C)C2C(O1)CC1(C)C(O)CC=C(C)C1C2,3,1,2.2114,46.529999,248.32201,0.66666669,18,3,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0
DBB17864,C(=C)(C)C1CC2(C)C(C)CCC=C2CC1,0,0,4.7252002,0,204.35699,0.73333335,15,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,3,0
DBB17865,O=C1C(C)=CCC2(C(C(C)C)CCC2C)C1,1,0,3.9841001,17.07,220.356,0.80000001,16,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.05882353,3,0
DBB17866,CC1(C)C2C=3C(C)=CCC=3C(C)CCC12,0,0,4.3351002,0,202.341,0.73333335,15,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
DBB17867,OC(C=C)(CCC=C(CCC=C(C)C)C)C,1,1,4.3962998,20.23,222.37199,0.60000002,16,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.46666667,1,0
DBB17869,O=C1C=C(C)C2(C(C)C1)CC(C(=C)C)CC2,1,0,3.9042001,17.07,218.34,0.66666669,16,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.05882353,3,0
DBB17871,OCC1C(O)C(O)C(O)CO1,5,4,-2.5397999,90.150002,164.157,1,11,1,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0.090909094,4,0
DBB17872,O=C1CC(CO)C2(C(C)C1)CC(C(=C)C)CC2,2,1,2.9565001,37.299999,236.355,0.80000001,17,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0.11111111,4,0
DBB17873,O=C(C)C1(O)C(O)C(O)CO1,5,3,-1.984,86.989998,162.14101,0.83333331,11,1,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0.090909094,3,0
DBB17874,O=C1C(C)C2C(O1)C=C(C)C(O)CC=C(CO)CC2,4,2,1.5739,66.760002,266.33701,0.66666669,19,2,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0.050000001,4,0
DBB17876,OC(C)(C)C1CC=2C(C)CCC=2C(C)CC1,1,1,3.9200001,20.23,222.37199,0.86666667,16,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.05882353,3,0
DBB17877,C(=C)(C)C1CC23C(C)CCC2(C(C)CC1)O3,1,0,3.9363999,12.53,220.356,0.86666667,16,3,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0.055555556,5,0
DBB17878,O(C1C(O)C(O)C(O)C(O)C1O)C1C(O)C(O)C(O)CO1,10,8,-5.3713002,180.3,312.271,1,21,2,10,2,1,1,0,0,0,0,0,0,0,0,0,0,0,10,0.090909094,8,0
DBB17881,OC1C2(C)C(C)CCCC2Cc2occ(C)c12,2,1,3.6200199,33.369999,234.339,0.73333335,17,3,2,0,2,0,0,1,1,0,5,0,0,0,0,0,0,2,0,4,0
DBB17883,O=C(O)C(NCC1(O)C(O)C(O)C(O)CO1)CCCNC(=N)N,8,9,-3.9060299,201.38,336.345,0.83333331,23,1,11,8,0,1,0,0,0,0,0,0,0,0,0,0,4,7,0.39130434,5,0
DBB17885,O=CC1C2(C(C)C(O)C(O)C1)CC(C(=C)C)CC2,3,2,1.9256999,57.529999,252.354,0.80000001,18,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0.10526316,6,0
DBB17886,O=C(C=C(C)C)CC(C)c1ccc(C)cc1,1,0,4.0239201,17.07,216.32401,0.40000001,16,1,1,4,0,0,1,0,1,0,6,0,0,0,0,0,0,1,0.25,1,0
DBB17888,O=C(C(O)C(O)COC1C(O)C(O)C(O)CO1)C(O)CO,10,7,-4.9138999,177.14,312.271,0.90909094,21,1,10,7,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0.33333334,7,0
DBB17889,O=C1C(=O)CC2(C)C(C1C)CC(C(O)(C)C)CC2,3,1,2.3578999,54.369999,252.354,0.86666667,18,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0.052631579,4,0
DBB17890,O=C1C(=C)C2C(O1)=C1C(C)(C(O)CC(=O)C1C)CC2,4,1,1.7395999,63.599998,262.30499,0.60000002,19,3,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0
DBB17891,Clc1c(C=CC(=C)C)c(O)c2c(O)ccc(O)c2c1O,4,4,3.9049001,80.919998,292.71799,0.06666667,20,2,5,2,0,0,2,0,2,0,10,0,0,1,0,0,0,4,0.095238097,0,0
DBB17892,O=C(Oc1c(C=CC)cc(OC)cc1)C(CC)C,3,0,3.6798,35.529999,248.32201,0.40000001,18,1,3,5,0,0,1,0,1,0,6,0,0,0,0,0,0,3,0.33333334,1,0
DBB17893,O=C(C(OC1C(O)C(O)C(O)CO1)CO)C(O)CO,9,6,-4.2747998,156.91,282.245,0.89999998,19,1,9,6,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0.31578946,6,0
DBB17894,O=C(OCC=CC#CC#CC=CC)CC(C)C,2,0,2.7147999,26.299999,230.30701,0.40000001,17,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,0,0
DBB17895,O=C(C)c1c(O)c(OC2C(O)C(O)C(O)C(CO)O2)c(O)cc1OC,10,6,-1.5123,166.14,360.315,0.53333336,25,2,10,5,0,1,1,0,1,0,6,0,0,0,0,0,0,10,0.1923077,5,0
DBB17896,O=C1C2C(C)(C(C)CC(=O)C2)CC(C(=C)C)C1,2,0,3.1631,34.139999,234.339,0.73333335,17,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0.055555556,4,0
DBB17897,O=C1C=C(C(=C)C)CC2(C)C(C)CC(=O)CC12,2,0,3.0832,34.139999,232.323,0.60000002,17,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0.055555556,3,0
DBB17898,O=C1C(=C(C)C)CC=C(C)CCC2C(C)(O2)C1,2,0,3.5697,29.6,234.339,0.66666669,17,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0
DBB17899,O=C1C(=C(C)C)CC(=O)C(C)C=CCC(C)C1,2,0,3.4733,34.139999,234.339,0.60000002,17,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0
DBB17900,O=C(O)C1=C(c2ccc(O)cc2)C2(CO)OC1C(=O)CC2,5,3,0.72320002,104.06,290.271,0.33333334,21,3,6,3,0,2,1,0,1,0,6,0,0,0,0,0,0,6,0.13043478,2,0
DBB17904,C(C)(C)C1=C2C(C)(CC=C(C)CC2)CC1,0,0,4.8692999,0,204.35699,0.73333335,15,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,1,0
DBB17905,O=C(O)C(CC(=O)CC1(C)C2(C)C3C2CC1C3)C,2,1,2.7386,54.369999,250.338,0.86666667,18,4,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0.25,4,0
DBB17906,OC1(C(C)C)C2C(C)(CC=C(C)CC2)CC1,1,1,3.9200001,20.23,222.37199,0.86666667,16,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.05882353,3,0
DBB17907,O=C1C(OC2C(O)C(O)C(O)CO2)=C(N)NC(=N)N1,8,7,-3.4175301,177.67,274.233,0.55555558,19,2,10,2,0,1,0,1,1,0,0,0,0,0,0,0,4,6,0.1,4,0
DBB17908,O=C1C(C(O)(C)C)CCC2(C)C1C(C)C(=O)CC2,3,1,2.3578999,54.369999,252.354,0.86666667,18,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0.052631579,4,0
DBB17909,OC1C2(C)OC32C(C)(CC1)CCC(C(=C)C)C3,2,1,3.0513,32.759998,236.355,0.86666667,17,3,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0.052631579,5,0
DBB17911,OC1C2(C)OC3(C(C)(C1)CCC3C(C)C)CC2,2,1,3.1312001,29.459999,238.371,1,17,3,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0.052631579,5,0
DBB17912,O=C(CCC1C(C)(C)c2c(c(C)ncc2)C1)C,2,0,3.20912,29.959999,231.339,0.60000002,17,2,2,3,1,0,0,1,1,0,6,0,0,0,0,0,1,1,0.16666667,1,0
DBB17913,OC(CCC1C(C)(C)c2c(c(C)ncc2)C1)C,2,1,3.0009201,33.119999,233.355,0.66666669,17,2,2,3,1,0,0,1,1,0,6,0,0,0,0,0,1,1,0.16666667,2,0
DBB17914,O(C)c1c(C)c(O)c2c(C(=C)C)cc(O)cc2c1O,4,3,3.30672,69.919998,260.289,0.2,19,2,4,2,0,0,2,0,2,0,10,0,0,0,0,0,0,4,0.1,0,0
DBB17915,OCCN=C1NC(=NCc2ccccc2)c2ncn(C)c2N1,5,3,0.2234,94.349998,298.35001,0.26666668,22,3,7,4,0,0,1,2,3,0,11,0,0,0,0,0,6,1,0.16666667,0,0
DBB17916,O=C(OC1CC(CCCCCC)OC1)C,3,0,2.6774001,35.529999,214.30499,0.91666669,15,1,3,6,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0.46666667,2,0
DBB17918,O=C1OCC(CCCC)OC1,3,0,1.1186,35.529999,158.19701,0.875,11,1,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0.27272728,1,0
DBB17920,O=C1OCC(CCCCC)OC1,3,0,1.5087,35.529999,172.224,0.8888889,12,1,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0.33333334,1,0
DBB17921,O=C1c2c(O)cc(O)cc2C(=O)c2c1c(O)cc(C)c2,5,3,1.88722,94.830002,270.23999,0.06666667,20,3,5,0,1,0,2,0,2,0,12,0,0,0,0,0,0,5,0,0,0
DBB17922,O=C1OCC(CCCCCC)OC1,3,0,1.8988,35.529999,186.25101,0.89999998,13,1,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0.38461539,1,0
DBB17923,O=C(C(O)C(C)C)CC(CCC(=O)c1cocc1)C,4,1,2.8547001,67.510002,266.33701,0.60000002,19,1,4,8,0,0,0,1,1,0,5,0,0,0,0,0,0,4,0.42105263,2,0
DBB17924,O=CC(=C)C1(O)CC2C(=C)CCCC2(C)CC1,2,1,3.0191,37.299999,234.339,0.66666669,17,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0.11111111,3,0
DBB17925,C(=CCCC(C)C12C(C(C)=CC1)C2)(C)C,0,0,4.7252002,0,204.35699,0.73333335,15,2,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,3,0
DBB17926,OC1(C)C2C(C(CCC=C(C)C)C)(C2)CC1,1,1,3.9200001,20.23,222.37199,0.86666667,16,2,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.23529412,4,0
DBB17927,OC(CCCO)c1nccc2c1[nH]c1c2cccc1,3,3,2.5220001,69.139999,256.30499,0.26666668,19,3,4,4,0,0,1,2,3,0,13,0,0,0,0,0,2,2,0.19047619,1,0
DBB17928,O=C(C=CC=[N+]1C(C(=O)[O-])CCC1)CN1C(C(=O)O)CCC1,5,1,-1.3437001,100.75,308.33401,0.60000002,22,2,7,6,0,2,0,0,0,2,0,1,0,0,0,0,2,5,0.26086956,2,0
DBB17929,OC(CO)CC(O)c1nccc2c1[nH]c1c2cccc1,4,4,1.4928,89.370003,272.30399,0.26666668,20,3,5,4,0,0,1,2,3,0,13,0,0,0,0,0,2,3,0.18181819,2,0
DBB17930,C(=CCC=C(C)C1CC=C(C)CC1)(C)C,0,0,5.0353999,0,204.35699,0.60000002,15,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,1,0
DBB17931,Oc1c(C)c2C(O)C3(C)C(C)CCCC3Cc2o1,3,2,3.3256199,53.599998,250.338,0.73333335,18,3,3,0,2,0,0,1,1,0,5,0,0,0,0,0,0,3,0,4,0
DBB17932,O=C1C2C(C)(C(C)CC(O)C2)CC(C(=C)C)C1,2,1,2.9549,37.299999,236.355,0.80000001,17,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0.055555556,5,0
DBB17933,CC12C(C)CCCC1=CCC1C(C)(C)C21,0,0,4.415,0,204.35699,0.86666667,15,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
DBB17935,OC(C)(C)C1Oc2c(C(C)CC1)cc(O)c(C)c2,3,2,3.11622,49.689999,250.338,0.60000002,18,2,3,1,0,1,1,0,1,0,6,0,0,0,0,0,0,3,0.052631579,2,0
DBB17936,O=C(OC1C(O)C(O)C(O)C(CO)O1)C(=CC=CC(C)C)C,7,4,-0.51200002,116.45,316.35001,0.66666669,22,1,7,5,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0.27272728,5,0
DBB17937,Cc1cc2OCC(C)c2cc1,1,0,2.4909201,9.2299995,148.205,0.40000001,11,2,1,0,0,1,1,0,1,0,6,0,0,0,0,0,0,1,0,1,0
DBB17938,OC(C)(C)C1Oc2c(C(C)C=C1)cc(O)c(C)c2,3,2,2.89222,49.689999,248.32201,0.46666667,18,2,3,1,0,1,1,0,1,0,6,0,0,0,0,0,0,3,0.052631579,2,0
DBB17939,Oc1c(C)cc2OC(C)(C)C(O)CC(C=C)c2c1,3,2,2.89222,49.689999,248.32201,0.46666667,18,2,3,1,0,1,1,0,1,0,6,0,0,0,0,0,0,3,0.052631579,2,0
DBB17940,O=C(OCC=1C2C(C)(C)C(C2)CC=1)CC(C)C,2,0,3.5681,26.299999,236.355,0.80000001,17,3,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0.27777779,2,0
DBB17941,CC1OC1,1,0,0.40509999,12.53,58.080002,1,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
DBB17942,OCC(=C)C1CC2C(=C)CCCC2(C)CC1,1,1,3.6975999,20.23,220.356,0.73333335,16,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.11764706,3,0
DBB17943,OC1C2(C)C(C)C(O)CCC2Cc2occ(C)c12,3,2,2.5908201,53.599998,250.338,0.73333335,18,3,3,0,2,0,0,1,1,0,5,0,0,0,0,0,0,3,0,5,0
DBB17945,OC1C(C(C)C)CCC2(C)C1C(=C)CCC2,1,1,3.7758999,20.23,222.37199,0.86666667,16,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.05882353,4,0
DBB17947,O=C1CC(C)=C2C(C)(C1)CCC(=C(C)C)C2,1,0,4.1924,17.07,218.34,0.66666669,16,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
DBB17948,O(C)c1c(OC2C(O)C(O)C(O)C(CO)O2)cc(C(O)CO)cc1,9,6,-2.1004,149.07001,346.332,0.60000002,24,2,9,6,0,1,1,0,1,0,6,0,0,0,0,0,0,9,0.23999999,6,0
DBB17949,OCC(=C)C1(O)CC2C(=C)CCCC2(C)CC1,2,2,2.8125,40.459999,236.355,0.73333335,17,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0.11111111,3,0
DBB17950,O=CC1C2(C(C)CC(O)C1)CC(C(=C)C)CC2,2,1,2.9549,37.299999,236.355,0.80000001,17,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0.11111111,5,0
DBB17951,OC1C(C)=C2C(C)(CC1)CCC(C(=C)C)C2,1,1,3.8401,20.23,220.356,0.73333335,16,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.05882353,3,0
DBB17952,OC12C(C=C(C)C)C(C)CCC1C(C)CC2,1,1,3.7758999,20.23,222.37199,0.86666667,16,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.05882353,5,0
DBB17954,O=C(OCCc1ccccc1)c1c(O)cccc1,3,1,2.7916999,46.529999,242.274,0.13333334,18,2,3,4,0,0,2,0,2,0,12,0,0,0,0,0,0,3,0.2631579,0,0
DBB17955,C(=C)(C)C1CC2C(=C)CCCC2(C)CC1,0,0,4.7252002,0,204.35699,0.73333335,15,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,3,0
DBB17956,O=C1C(O)(CO)C2C(O1)C1C(C)C(O)CC1C(=C)CC2,5,3,0.23450001,86.989998,282.336,0.80000001,20,3,5,1,2,1,0,0,0,0,0,0,0,0,0,0,0,5,0.045454547,7,0
DBB17958,O=CC1C2(C(C)CC(=O)C1)CC(C(=C)C)CC2,2,0,3.1631,34.139999,234.339,0.73333335,17,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0.11111111,4,0
DBB17959,OC(C)(C)C1CC2(C)C(C)CCC=C2CC1,1,1,3.9200001,20.23,222.37199,0.86666667,16,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.05882353,3,0
DBB17960,C(=CCCC(C)C12C(C(=C)CC1)C2)(C)C,0,0,4.7252002,0,204.35699,0.73333335,15,2,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,3,0
DBB17962,OCC(=CCCC1(C)C2(C)C3C2CC1C3)C,1,1,3.3873999,20.23,220.356,0.86666667,16,4,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0.22222222,3,0
DBB17963,OC1C(O)OC2C(C1O)OC(c1ccccc1)OC2,6,3,-0.46039999,88.379997,268.26501,0.53846157,19,3,6,1,0,2,1,0,1,0,6,0,0,0,0,0,0,6,0.047619049,6,0
DBB17965,C(=CCCC1(C)C2(C)C3C2CC1C3)(C)C,0,0,4.415,0,204.35699,0.86666667,15,4,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17647059,3,0
DBB17966,O=C(O)c1c(C2=NC(=O)C(C(C)C)(C)N2)cc(C)cc1,3,2,1.98432,78.760002,274.32001,0.40000001,20,2,5,3,0,1,1,0,1,0,6,0,0,0,0,0,2,3,0.14285715,1,0
DBB17967,O=C(O)CCC1NC(C(=O)O)Cc2c3c([nH]c12)cccc3,3,4,1.6727,102.42,288.30301,0.33333334,21,3,6,4,0,1,1,1,2,0,9,0,0,0,0,0,2,4,0.17391305,2,0
DBB17968,Oc1c(O)ccc(C2C(O)Cc3c(O2)cc(O)cc3)c1,5,4,1.8405,90.150002,274.272,0.2,20,3,5,1,0,1,2,0,2,0,12,0,0,0,0,0,0,5,0.045454547,2,0
DBB17969,O=C(C)c1c(OC)cc(O)cc1OC1C(O)C(O)C(O)C(CO)O1,9,5,-1.2179,145.91,344.31601,0.53333336,24,2,9,5,0,1,1,0,1,0,6,0,0,0,0,0,0,9,0.2,5,0
DBB17970,O(c1c(O)cc(CC=C)cc1)C1C(O)C(O)C(O)C(CO)O1,7,5,-0.70060003,119.61,312.31799,0.46666667,22,2,7,5,0,1,1,0,1,0,6,0,0,0,0,0,0,7,0.2173913,5,0
DBB17972,O=C1C(C)C2C(C(C(=C)C)C(C=C)(C)CC2)O1,2,0,3.3425,26.299999,234.339,0.66666669,17,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0.11111111,5,0
DBB17973,O=C1C(=C)C2C(O1)CC1(C)C=CC(=O)C(=C)C1C2,3,0,2.1956,43.369999,244.28999,0.46666667,18,3,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0
DBB17974,O=C(C=C(C)C)CC(C)C1C=CC(O)(C)CC1,2,1,3.2651,37.299999,236.355,0.66666669,17,1,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0.23529412,3,0
DBB17975,O=C1C(=C(C)C)CC2(O)C(O)(C)CCC2=C(C)C1,3,2,2.2781,57.529999,250.338,0.66666669,18,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0
DBB17976,O=C1C(C)C2C(O)CC(=C)C3C(C(C)C(=O)C3)C2O1,4,1,1.3262,63.599998,264.32101,0.73333335,19,3,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0
DBB17978,OC1(C)C2C(=C(C)CCC3C(C)(C)C23)CC1,1,1,3.5299001,20.23,220.356,0.86666667,16,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0
DBB17979,O=C1C(=C(C)C)CC(=O)C(C)CCCC(C)C1,2,0,3.6973,34.139999,236.355,0.73333335,17,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0
DBB17980,O=C1C(C)C2C(C3(O)C(=C)CCC(O)C3(C)CC2)O1,4,2,1.4062001,66.760002,266.33701,0.80000001,19,3,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0
DBB17982,OCC(=CC1C2=C(C)CCC2C(C)CC1)C,1,1,3.6975999,20.23,220.356,0.73333335,16,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.11764706,3,0
DBB17983,O=C(OC(C(=O)O)C(OC(=O)C)C(=O)O)C=Cc1ccc(O)cc1,7,3,0.4181,147.42999,338.26801,0.2,24,1,9,7,0,0,1,0,1,0,6,0,0,0,0,0,0,9,0.375,2,0
